img_name,text
511192609_2.jpg,109.0
508986495_2.jpg,64.0
511284449_2.jpg,101.0
509225880_2.jpg,229.0
509069568_2.jpg,39.0
511233000_2.jpg,60.0
508757881_2.jpg,49.0
508765814_2.jpg,339.0
508810833_2.jpg,91.0
509211234_2.jpg,179.0
511271869_2.jpg,36.0
510831485_2.jpg,699.0
508761615_2.jpg,89.0
508778523_2.jpg,119.0
508761136_2.jpg,99.0
508766115_2.jpg,519.0
508780477_2.jpg,1299.0
483319396_2.jpg,119.0
510881945_2.jpg,369.0
511237922_2.jpg,459.0
508775610_2.jpg,189.0
510883561_2.jpg,75.0
508758346_2.jpg,159.0
508828667_2.jpg,69.0
508762471_2.jpg,899.0
511295066_2.jpg,134.0
508757782_2.jpg,219.0
511282932_2.jpg,89.0
508758532_2.jpg,469.0
483319832_2.jpg,159.0
508775687_2.jpg,219.0
509390364_2.jpg,139.0
508782806_2.jpg,124.0
508777209_2.jpg,239.0
508758650_2.jpg,84.0
508761253_2.jpg,103.0
508762286_2.jpg,109.0
509664414_2.jpg,319.0
509513072_2.jpg,51.0
510880056_2.jpg,149.0
508761494_2.jpg,159.0
508763828_2.jpg,209.0
508782796_2.jpg,239.0
508758351_2.jpg,149.0
510879756_2.jpg,569.0
510884761_2.jpg,89.0
510884729_2.jpg,379.0
511296006_2.jpg,153.0
509706173_2.jpg,159.0
510880193_2.jpg,111.0
510885200_2.jpg,67.0
510883522_2.jpg,82.0
511237937_2.jpg,439.0
511267350_2.jpg,1599.0
508800028_2.jpg,519.0
481897043_2.jpg,1199.0
508761154_2.jpg,99.0
508783272_2.jpg,119.0
511198253_2.jpg,34.0
508757679_2.jpg,289.0
511270508_2.jpg,379.0
487495307_2.jpg,499.0
508757688_2.jpg,79.0
483319601_2.jpg,289.0
508763154_2.jpg,199.0
508757577_2.jpg,65.0
508813351_2.jpg,299.0
511259468_2.jpg,69.0
487495060_2.jpg,359.0
508813235_2.jpg,113.0
508765285_2.jpg,66.0
508759697_2.jpg,739.0
509267336_2.jpg,1299.0
508811794_2.jpg,189.0
508758529_2.jpg,419.0
510886363_2.jpg,129.0
509513071_2.jpg,99.0
510881946_2.jpg,209.0
510884671_2.jpg,819.0
508795849_2.jpg,179.0
508763063_2.jpg,43.0
508810606_2.jpg,25.0
483319429_2.jpg,64.0
508763613_2.jpg,517.0
511295999_2.jpg,69.0
509225796_2.jpg,269.0
481897124_2.jpg,269.0
508764185_2.jpg,119.0
508776580_2.jpg,153.0
508759699_2.jpg,739.0
508776056_2.jpg,69.0
508761993_2.jpg,89.0
508785602_2.jpg,37.0
509226093_2.jpg,359.0
510915905_2.jpg,159.0
509664413_2.jpg,239.0
510883451_2.jpg,599.0
508766070_2.jpg,719.0
508810541_2.jpg,379.0
511192173_2.jpg,36.0
508765728_2.jpg,219.0
508762501_2.jpg,459.0
508761734_2.jpg,179.0
508763600_2.jpg,289.0
508775701_2.jpg,109.0
508765702_2.jpg,89.0
510883784_2.jpg,539.0
508968073_2.jpg,83.0
508762561_2.jpg,139.0
481896459_2.jpg,1099.0
483319841_2.jpg,159.0
483319443_2.jpg,79.0
509713517_2.jpg,379.0
508763638_2.jpg,69.0
509302660_2.jpg,129.0
481896383_2.jpg,629.0
510883438_2.jpg,1799.0
508782312_2.jpg,134.0
508780911_2.jpg,399.0
510882084_2.jpg,349.0
508762914_2.jpg,16.0
487495394_2.jpg,46.0
483319848_2.jpg,199.0
511199928_2.jpg,29.0
509211276_2.jpg,209.0
509487967_2.jpg,99.0
511282288_2.jpg,99.0
481897059_2.jpg,499.0
509741611_2.jpg,49.0
509013558_2.jpg,59.0
481896296_2.jpg,459.0
508828680_2.jpg,56.0
481896173_2.jpg,679.0
509225935_2.jpg,249.0
511279884_2.jpg,1199.0
508783669_2.jpg,32.0
510884303_2.jpg,699.0
510831885_2.jpg,129.0
487495695_2.jpg,659.0
508784594_2.jpg,119.0
511264076_2.jpg,419.0
510879851_2.jpg,439.0
510883545_2.jpg,153.0
508792784_2.jpg,193.0
508764238_2.jpg,1049.0
509225927_2.jpg,259.0
511231264_2.jpg,43.0
